MonoAnion	MonoAnion	Dianion	Dianion
16064.2570281125	3.07001301583044E-4	17426.7640241883	2.72533075871834E-4
16046.98557376	3.71507102720689E-4	17416.4446069979	2.71256997627731E-4
16030.0081753042	2.70140139200811E-4	17406.4403829417	2.84523779677147E-4
16012.8102481986	3.1437501448719E-4	17396.4476453908	3.3848232678221E-4
16000	3.67940566655941E-4	17386.1640906167	3.43671987814108E-4
15982.8663672543	3.55546891994004E-4	17376.1946133797	4.09656238454891E-4
15966.024300289	3.98713687488762E-4	17366.2365628745	4.57359202576885E-4
15948.9633173844	4.46834839634425E-4	17355.9886838954	5.2852965020673E-4
15931.9387576274	4.34700445086079E-4	17346.0537727667	6.35280091075884E-4
15915.2037941846	5.67604402296367E-4	17336.1302290103	7.80430220997414E-4
15898.2511923688	6.04450704858371E-4	17325.9178404976	8.9006252398782E-4
15885.6235107228	0.00108427031182365	17316.0173160173	8.87773805174342E-4
15868.7338337274	0.00113190532441077	17306.1280999602	8.19982470657162E-4
15852.1313190558	0.00117620722268121	17295.9510178667	8.68302774552184E-4
15835.3127474268	7.06034481104327E-4	17286.084701815	0.00105598510098283
15818.529825838	3.59343531705704E-4	17276.2296356443	0.00114228473321815
15806.0284192391	2.88459037157057E-4	17266.0876771932	0.00108066266354842
15789.556787141	1.87764496292601E-4	17256.2553925798	9.4369074674704E-4
15772.8706624606	1.59883637424942E-4	17246.4342997085	9.12535724811337E-4
15756.2197677533	5.4585033574794E-5	17236.3272833825	7.7956962250302E-4
15743.8166160241	1.36291115884549E-4	17226.5288544358	6.59328911339796E-4
15727.4743248982	1.02368961766065E-4	17216.7415594925	6.09956838079311E-4
15710.9190887667	1.10570946700181E-4	17206.6693050226	5.9410517477216E-4
15694.398669115	3.55022856771578E-5	17196.9045571797	4.94093696816302E-4
15682.092618439	1.39300927114868E-4	17187.1508859976	5.39674032077151E-4
15665.8781507997	9.82968212063656E-5	17177.1132143532	5.66180859191364E-4
15649.4522691706	1.29391764083179E-4	17167.3819742489	5.80955062220088E-4
15633.0607969734	1.70425672454728E-4	17157.6617538562	5.75172091569155E-4
15616.9475114394	7.7920585966372E-5	17147.6584872336	6.05449920028231E-4
15604.7625735374	6.64940604711996E-5	17137.9605826907	5.6611397377508E-4
15588.4645362432	9.64279465772703E-5	17128.2736412997	5.96224956113716E-4
15572.2005076537	1.11547977160717E-4	17118.3046031121	6.6543037882106E-4
15556.2123734113	1.41009358453841E-5	17108.6398631309	8.01595077198912E-4
15540.0155400155	1.39638286796428E-4	17098.9860301284	8.91782835662199E-4
15527.950310559	1.14543182070992E-4	17089.0510449955	8.32082197918391E-4
15511.8122450246	7.71800123841432E-5	17079.4192997438	8.16502476096756E-4
15495.9478096478	7.09856985798078E-5	17069.7984056808	7.99292193200259E-4
15479.8761609907	7.72969901481702E-5	17059.8972994183	7.34129959656573E-4
15463.837815269	8.26991876650441E-5	17050.2983802217	7.88245699637058E-4
15448.0713082972	1.475158543387E-5	17040.7102568035	7.04579358829073E-4
15432.0987654321	7.47327737647232E-5	17030.842856413	6.65205932544933E-4
15420.200462606	6.11514579413642E-5	17021.2765957447	6.73760755835718E-4
15404.2854722184	5.10710440062339E-5	17011.7210758212	6.30893179848533E-4
15388.6401058738	1.41379441261053E-4	17001.8872094803	6.45642119589206E-4
15372.7901614143	5.45343610996667E-5	16992.3534409516	6.96161247346285E-4
15356.9728335151	8.79115087193495E-5	16982.8303585075	8.03630779141134E-4
15345.1900501788	8.67808958058709E-5	16973.0298555595	7.86408238625733E-4
15329.6644336455	1.27932406103931E-4	16963.5284139101	7.18393579958521E-4
15313.9356814701	7.84735043458573E-5	16954.0376040554	7.24845902583454E-4
15298.2391726712	6.59469630699245E-5	16944.2702949997	7.23593463533183E-4
15282.8083688659	4.03343017190855E-5	16934.8010160881	6.29470534880998E-4
15267.1755725191	8.08639402134272E-5	16925.3423150483	6.43106834521837E-4
15255.530129672	5.24105370995993E-5	16915.6080315307	5.6780777525756E-4
15239.9530609446	4.45950236120856E-5	16906.1707523246	4.80938637060125E-4
15224.6395566585	1.34448420157953E-5	16896.7439974317	4.76622454359183E-4
15209.1254752852	6.51571433235356E-5	16887.0425722343	6.23314095715105E-4
15193.6429797773	6.72534138266839E-6	16877.6371308017	5.72982948731326E-4
15178.4223547804	6.69952173530553E-5	16868.2421604845	4.94469919394548E-4
15166.9118650752	6.28838684788601E-5	16858.5734275166	4.57412450217319E-4
15151.5151515152	7.61467497167626E-5	16849.199663016	4.30846861948557E-4
15136.1496662479	4.89326671762576E-5	16839.836316791	4.15268127287947E-4
15121.0439568748	5.68543409179285E-5	16830.2001110793	4.32673672003602E-4
15105.7401812689	9.64113617472152E-5	16820.8578637511	3.81306489921347E-4
15090.4673517739	5.91607487090099E-5	16811.5259822134	3.60807121570259E-4
15079.0898261381	6.08203082280393E-5	16801.9221398928	3.50974599296891E-4
15064.0977358661	8.67822556132568E-5	16792.6112510495	3.29517023036469E-4
15048.9089541008	6.75907841335698E-5	16783.3106758639	2.98879724312441E-4
15033.7507704797	8.1333308201008E-5	16773.7390341681	3.30069139268021E-4
15018.8486550621	7.76042292796174E-5	16764.4593461861	3.89332289243775E-4
15003.7509377344	1.44525258077279E-4	16755.1899200777	3.37290139275174E-4
14992.5037481259	1.1921984789741E-4	16745.6503173301	3.31788655912667E-4
14977.4589243189	1.85196572441194E-4	16736.4016736402	2.78544329943871E-4
14962.6681429833	1.41261080047337E-4	16727.1632403861	3.03451993584526E-4
14947.6831091181	5.54806597615694E-5	16717.6555159904	2.80357350020431E-4
14936.5197908887	6.1270506385912E-5	16708.4377610693	2.58563841537988E-4
14921.5870599997	1.27102396205852E-4	16699.2301654894	2.51921145229129E-4
14906.9063697211	1.33662206368562E-4	16689.7541599212	2.25287380094779E-4
14892.0327624721	4.23826649914443E-5	16680.5671392827	1.79310391071709E-4
14877.1888064031	5.40552840758847E-5	16671.390227231	1.70025475010268E-4
14866.1304948935	9.62215793700103E-5	16661.9457820284	1.68625252191846E-4
14851.5586710825	7.02132008303194E-5	16652.7893422148	1.80852191507981E-4
14836.7952522255	8.46923992538487E-5	16643.6429605712	1.63480839524702E-4
14822.0611558243	5.46984560576161E-5	16634.2299183259	1.40076870815432E-4
14807.5755556543	8.43744280308424E-5	16625.1039068994	1.27177967000091E-4
14796.6204518888	1.19598481416174E-4	16615.9879035608	1.28523236047997E-4
14781.9660014782	8.09497998526409E-5	16606.6061079097	1.16605211922012E-4
14767.3405496404	7.48727122009203E-5	16597.510373444	1.12320924234628E-4
14752.9616570527	8.52095953800538E-5	16588.424597316	1.12623958165419E-4
14742.0871847036	1.09023779433856E-4	16579.0738929323	1.05495600943713E-4
14727.5405007364	7.09582087487867E-5	16570.0082850041	1.06155248417757E-4
14713.0224962114	9.19981709107877E-5	16560.9525859927	1.22642809046054E-4
14698.7491364485	3.23912721298082E-5	16551.6328185776	1.4435329261422E-4
14684.2878120411	1.10151346746941E-4	16542.5971877585	1.14753065884857E-4
14669.8549151349	7.6777285241859E-5	16533.5714167617	1.31478673806268E-4
14659.1025697407	5.32555175353711E-5	16524.2824330353	1.5888821706459E-4
14644.9335852262	4.71046461590707E-5	16515.2766308836	1.95764947584065E-4
14630.5779078274	5.52235391951048E-5	16506.2806397834	2.58691896300516E-4
14616.2503471359	5.43836591869668E-5	16497.0222874771	3.46126357165288E-4
14602.1640407108	1.87795887343972E-5	16488.0461665293	3.04863928089444E-4
14587.8920495988	4.52573649682056E-5	16479.0798081835	2.65085744472751E-4
14577.2594752187	3.26815087090967E-5	16469.8519360311	2.80569768357952E-4
14563.0361017665	6.47731175850991E-5	16460.9053497942	3.15318642688331E-4
14549.0521292538	4.34698372980723E-5	16451.9684780284	3.02224082148023E-4
14534.8837209302	7.01395915366452E-5	16442.7709357581	2.73793648566566E-4
14520.7428812058	5.08588565027457E-5	16433.8537387017	3.38515976374442E-4
14506.8399750482	6.15463415258882E-5	16424.9462083012	3.82880659078068E-4
14496.3251815665	6.05466547261559E-5	16415.7788466274	3.60545802227666E-4
14482.2592324403	8.45930738527219E-5	16406.8908941756	2.71117183755747E-4
14468.2205535541	5.61238163128982E-5	16398.0125608776	2.82720651925258E-4
14454.4179928595	9.48529683894687E-5	16388.8752314929	2.92819529445633E-4
14440.4332129964	4.34199754263125E-5	16380.0163800164	2.18549013306339E-4
14430.0144300144	6.16355877484036E-5	16371.1671005026	1.42826882428365E-4
14416.0768088572	8.74515159426191E-5	16362.0596560695	9.79425458413918E-5
14402.3735111546	4.05241666625671E-5	16353.2297628782	1.11918764711658E-4
14388.4892086331	6.15624906234525E-5	16344.4093947665	1.00944749058837E-4
14374.631650064	7.1416490077743E-5	16335.3316889099	8.68909302017151E-5
14361.0069938104	7.60765531537538E-5	16326.5306122449	9.16975586463777E-5
14350.7024668858	2.87670673449071E-5	16317.7390140822	9.92616553493364E-5
14336.917562724	4.50621899135577E-5	16308.6909013813	8.51834869900418E-5
14323.1591159746	5.27726444356532E-5	16299.9185004075	1.06844833644657E-4
14309.6318131734	6.24047747969267E-5	16291.1555316619	8.72776011939671E-5
14295.9256611866	3.64178089242163E-5	16282.1368676425	9.66189362293346E-5
		16273.393002441	7.61222754340556E-5
		16264.6585234943	9.65645519331827E-5
		16255.6691646212	9.10196390604097E-5
		16246.953696182	1.0011160367357E-4
		16238.2475683224	8.24318579584513E-5
		16229.2873719915	9.86825887840378E-5
		16220.600162206	1.01429499639682E-4
		16211.9222476209	1.32795610719921E-4
		16202.9910721519	1.1938768971323E-4
		16194.3319838057	1.10526256245389E-4
		16185.682145574	1.5251930180402E-4
		16176.779850203	1.50473776808459E-4
		16168.1487469685	1.48881560833246E-4
		16159.5268490539	1.45755757420478E-4
		16150.6532939257	1.53789395837893E-4
		16142.0500403551	1.49271824418026E-4
		16133.4559475985	1.70805480538413E-4
		16124.6109937598	2.05602077015725E-4
		16116.035455278	1.99487716300074E-4
		16107.4690333908	1.79564674326111E-4
		16098.6525427822	1.77052467841188E-4
		16090.1045856798	1.45199842833317E-4
		16081.5657012367	1.66368287607589E-4
		16072.7775366861	1.78926105423974E-4
		16064.2570281125	2.47220403151139E-4
		16055.7455485445	2.90360330173733E-4
		16046.98557376	2.73905984760466E-4
		16038.4923817161	2.93960988179578E-4
		16030.0081753042	3.49750973267616E-4
		16021.2762548665	4.26032425837779E-4
		16012.8102481986	4.33250670823225E-4
		16004.3531840661	4.56598604839616E-4
		15995.6491834221	4.41617207892367E-4
		15987.2102318145	4.05334063321198E-4
		15978.7801799211	3.15484118418931E-4
		15970.1039653768	2.49948960341552E-4
		15961.6919393456	3.05424173547577E-4
		15953.28877048	3.23770829612814E-4
		15944.6402091937	3.20735342694281E-4
		15936.2549800797	2.82664451742174E-4
		15927.8785658538	2.80939901463036E-4
		15919.257525829	2.78828852347583E-4
		15910.8989657916	2.65808607081582E-4
		15902.5491786333	3.09168066922612E-4
		15893.9555287124	3.44030338071519E-4
		15885.6235107228	3.80178765273798E-4
		15877.3002238699	3.35284852031661E-4
		15868.7338337274	3.20174817219402E-4
		15860.4282315623	3.38779346674038E-4
		15852.1313190558	3.31141235083368E-4
		15843.5920591917	3.7488371263772E-4
		15835.3127474268	4.20592813478058E-4
		15827.0420841049	4.48566266586376E-4
		15818.529825838	4.90506466594058E-4
		15810.2766798419	5.95058524570104E-4
		15802.0321413334	6.67332179197882E-4
		15793.5467567952	8.10628685602832E-4
		15785.319652723	9.76522260250689E-4
		15777.101115441	0.00121383816081374
		15768.6424775691	0.00134422236375262
		15760.4412923562	0.00129402807452255
		15752.2486334924	0.00116546566998374
		15743.8166160241	0.00113294991712635
		15735.64122738	0.0011094828636381
		15727.4743248982	9.31759776827118E-4
		15719.0688023641	6.94650769198461E-4
		15710.9190887667	4.93687003692867E-4
		15702.7778213966	3.27687255837525E-4
		15694.398669115	2.45881210173047E-4
		15686.2745098039	2.18894615217464E-4
		15678.1587570356	1.6066548372082E-4
		15669.8058511055	9.65110844401179E-5
		15661.7071260767	8.73279266554674E-5
		15653.6167681543	7.94731538085788E-5
		15645.2899854499	7.89172795828609E-5
		15637.2165754496	8.61273703995305E-5
		15629.1514933654	4.97468037530035E-5
		15620.8507115298	6.33265539454375E-5
		15612.8024980484	6.18223613573972E-5
		15604.7625735374	2.56771571060826E-5
		15596.4876709765	3.13537428356132E-5
		15588.4645362432	5.25523388518803E-5
		15580.4496517769	3.03456198368256E-5
		15572.2005076537	1.92545452973906E-5
		15564.2023346304	4.37615077136903E-5
		15556.2123734113	4.81783395904953E-5
		15547.98886764	4.69956173567404E-5
		15540.0155400155	5.01241635313866E-5
		15532.0503859715	6.20007898056323E-5
		15523.8523992114	3.18530015135727E-5
		15515.9038013964	4.37037384205076E-5
		15507.9633391747	2.71071628348816E-5
		15499.7907528248	3.85207319319654E-5
		15491.8667699458	7.21943197981661E-5
		15483.9508849078	4.13371894847302E-5
		15475.8035811009	5.18898731707916E-5
		15467.9040989946	4.05638349156333E-5
		15460.0126772104	4.56223956911555E-5
		15451.8905388074	3.11258042447369E-5
		15444.0154440154	4.49983755392409E-5
		15436.1483722582	3.10683628773943E-5
		15428.0512828425	2.86883926571699E-5
		15420.200462606	3.13575636016575E-5
		15412.3576283464	4.35070436007916E-5
		15404.2854722184	3.57847841937615E-5
		15396.4588144727	7.26787023455192E-6
		15388.6401058738	4.94383383335852E-5
		15380.5927680453	4.83108258006114E-5
		15372.7901614143	4.74520666683002E-5
		15364.9954673263	1.70550036372311E-5
		15356.9728335151	2.40278350223858E-5
		15349.1941673062	5.6382537031576E-5
		15341.4233772609	5.65570302378444E-5
		15333.4253338853	3.98606300760922E-5
		15325.6704980843	3.64682704643509E-5
		15317.92350229	3.47157108521893E-5
		15309.9499364637	3.71028638314049E-5
		15302.2188217292	4.15601134943171E-5
		15294.4955110656	4.32976697399335E-5
		15286.546310592	2.14767378406605E-5
		15278.8388082506	6.17435857310282E-5
		15271.1390742635	6.09819307819849E-5
		15263.214127631	5.56927135559161E-5
		15255.530129672	3.96825669092636E-5
		15247.8538645686	3.78418089134086E-5
		15239.9530609446	4.23248990296068E-5
		15232.2924600152	5.47370539368594E-5
		15224.6395566585	3.92614047025897E-5
		15216.7627858849	4.25207332038108E-5
		15209.1254752852	4.99169286186772E-5
		15201.4958271894	2.80376977628886E-5
		15193.6429797773	4.26102452240484E-5
		15186.0288534548	5.73536585267401E-5
		15178.4223547804	4.64914891929112E-5
		15170.5933219048	3.94918300870323E-5
		15163.0022744503	4.71288170153913E-5
		15155.4188199991	5.40710644821999E-5
		15147.6134934941	3.41622593447272E-5
		15140.0454201363	5.07730465759118E-5
		15132.4849053463	4.55255581105129E-5
		15124.7031777001	5.30748194613256E-5
		15117.1579743008	2.79474363394352E-5
		15109.620295242	4.2661831946109E-5
		15101.8620595919	3.17796675495133E-5
		15094.3396226415	3.58925184260562E-5
		15086.8246760104	6.20772575016035E-5
		15079.0898261381	5.71512233868709E-5
		15071.5900527506	5.75959218778263E-5
		15064.0977358661	5.11225234359969E-5
		15056.3861661924	4.27687472776196E-5
		15048.9089541008	3.78442618668631E-5
		15041.4391648993	3.24417707025217E-5
		15033.7507704797	4.93295882695465E-5
		15026.2960180316	4.56825740891338E-5
		15018.8486550621	3.23122160719443E-5
		15011.183331582	6.27564079827048E-5
		15003.7509377344	5.78041124429098E-5
		14996.3259001545	7.22291691875166E-5
		14988.6835439243	6.74810469274228E-5
		14981.2734082397	3.09920184033214E-5
		14973.8705958103	4.4885527968699E-5
		14966.251103761	4.09710711852536E-5
		14958.8631264024	3.83639062170613E-5
		14951.4824394839	5.87127244478955E-5
		14943.8857091621	8.76324384673195E-5
		14936.5197908887	5.70526738335107E-5
		14929.1611304361	7.2344592279829E-5
		14921.5870599997	3.91237439477915E-5
		14914.2431021626	4.91923725571196E-5
		14906.9063697211	1.53577424981413E-5
		14899.3548579347	2.50936842268995E-5
		14892.0327624721	3.20006915037047E-5
		14884.717860173	5.51608617418952E-5
		14877.1888064031	6.09250931435637E-5
		14869.8884758364	6.37204884063529E-5
		14862.5953063924	6.36559189330756E-5
		14855.0886106036	5.17066189438349E-5
		14847.8099480327	3.96335942603728E-5
		14840.5384147337	5.54603222139371E-5
		14833.0539774834	6.13982355749219E-5
		14825.7968865827	5.36000296520518E-5
		14818.5468932916	6.20801135621381E-5
		14811.0846157264	5.00944286311755E-5
		14803.8490007402	5.70649641075064E-5
		14796.6204518888	3.73122756340962E-5
		14789.1802357395	3.49459870042971E-5
		14781.9660014782	2.92608078772449E-5
		14774.7588020626	3.63359238784395E-5
		14767.3405496404	3.10638516295847E-5
		14760.147601476	1.70585286181014E-5
		14752.9616570527	2.55844439698511E-5
		14745.5652712447	3.17057563810333E-5
		14738.3935151069	3.40201009136323E-5
		14731.2287317885	3.99609849701764E-5
		14723.8541160534	4.56129522323998E-5
		14716.7034584253	2.8461967512457E-5
		14709.5597428769	2.68387718466372E-5
		14702.2068012409	3.58657169340579E-5
		14695.077149155	4.06265881941185E-5
		14687.9544085895	2.84755122146065E-5
		14680.6230456421	4.93044718228913E-5
		14673.5143066764	6.98638868687625E-5
		14666.4124488509	5.8099372476951E-5
		14659.1025697407	1.80090033203075E-5
		14652.0146520147	4.32467239752526E-5
		14644.9335852262	4.33911187053516E-5
		14637.645095657	2.73964935603804E-5
		14630.5779078274	4.14453137481609E-5
		14623.5175409093	3.97656425811552E-5
		14616.2503471359	5.43912117630394E-5
		14609.203798393	3.74725775766704E-5
		14602.1640407108	4.43460214769221E-5
		14594.9180495352	2.11999222771878E-5
		14587.8920495988	4.08505052412576E-5
		14580.8728110465	4.54114736194887E-5
		14573.6479298133	4.18577847561561E-5
		14566.6423889294	5.10865539780905E-5
		14559.6435799252	3.61173952106899E-5
		14552.4397165185	4.63708373856969E-5
		14545.4545454545	6.14142879953825E-5
		14538.4760769376	4.29672908356873E-5
		14531.2931397765	1.8271611661628E-5
		14524.3282498184	4.57528796952658E-5
		14517.3700332448	7.0217256901394E-5
		14510.2079312797	5.63906103714821E-5
		14503.2632342277	5.30175186568828E-5
		14496.3251815665	6.43573983790204E-5
		14489.1838242752	6.42583918959793E-5
		14482.2592324403	6.15335861605517E-5
		14475.3412561701	4.79213301682525E-5
		14468.2205535541	1.98819914630591E-5
		14461.3159797542	2.67755342447573E-5
		14454.4179928595	4.36817081827797E-5
		14447.3178554401	5.77646696735533E-5
		14440.4332129964	6.09161612303556E-5
		14433.5551289638	6.16675120474469E-5
		14426.4754677785	3.81143907334381E-5
		14419.6106705119	4.14712333732018E-5
		14412.7524033265	4.83390291686768E-5
		14405.6931299249	6.99596256088093E-5
		14398.8480921526	4.00870674811425E-5
		14392.0095562943	6.51468882789188E-5
		14384.9705827352	4.69310331882738E-5
		14378.1452192667	4.58295434951906E-5
		14371.326329707	4.53021958692251E-5
		14364.3075685537	4.51588022390295E-5
		14357.5017946877	7.25739515601262E-5
		14350.7024668858	5.46983279008235E-5
		14343.7038312033	6.13082043405158E-5
		14336.917562724	6.62131802898E-5
		14330.1377126234	7.77954718497494E-5
		14323.1591159746	9.0431460198257E-5
		14316.3922691482	3.3319970687992E-5
		14309.6318131734	7.77525728698437E-5
		14302.6731696154	7.66005674731108E-5
		14295.9256611866	6.32096016895486E-5
		14289.1845162397	6.5366304024232E-5
