MonoAnion	MonoAnion	Dianion	Dianion
20100.5025125628	0.00113464116219032	20087.1783540566	6.44163172992701E-4
20087.1783540566	0.00113450155239061	20073.4688961599	6.45242872836848E-4
20073.4688961599	0.0010831789827173	20060.1805416249	6.58249889108285E-4
20060.1805416249	0.00106728333036915	20046.9097688591	6.6037271158073E-4
20046.9097688591	0.00107064410648858	20033.255203638	7.11439870896272E-4
20033.255203638	0.00105177988218922	20020.02002002	7.38121656186237E-4
20020.02002002	0.0010307894315172	20006.8023127863	7.40173612854024E-4
20006.8023127863	0.00101427171447855	19993.2023112142	7.73690785116994E-4
19993.2023112142	9.46459690202197E-4	19980.01998002	7.91749454884345E-4
19980.01998002	0.00101230840087725	19966.8550206657	7.86785541991387E-4
19966.8550206657	9.96711983780513E-4	19953.3092563402	8.24767639450099E-4
19953.3092563402	9.21798297756153E-4	19940.1794616152	8.37829270401349E-4
19940.1794616152	9.30611076965632E-4	19927.0669350178	8.55683152163678E-4
19927.0669350178	9.72224429643537E-4	19913.5750841349	8.93234798995357E-4
19913.5750841349	0.00104924080535507	19900.4975124378	8.8389214957271E-4
19900.4975124378	9.63040214595997E-4	19887.4371059802	8.98305964018168E-4
19887.4371059802	0.00103082813384853	19873.9988473081	9.22280226490577E-4
19873.9988473081	9.63536083597047E-4	19860.9731876862	8.80068919894655E-4
19860.9731876862	9.24685140368855E-4	19847.9645912312	9.18692285346067E-4
19847.9645912312	8.96982449940208E-4	19834.5796060853	9.40714239878583E-4
19834.5796060853	8.89966141895445E-4	19821.6055500496	9.80523858980459E-4
19821.6055500496	8.53213457767902E-4	19808.6484559159	9.98230609868652E-4
19808.6484559159	8.85911597431745E-4	19795.3164281331	0.00100565477937572
19795.3164281331	9.27421885078016E-4	19782.393669634	0.00104767934413207
19782.393669634	8.90275240557274E-4	19769.4877725718	0.00105076541708359
19769.4877725718	8.50363457737846E-4	19756.2083884861	0.00102977471521819
19756.2083884861	9.41763824502171E-4	19743.3366238894	0.00104374316218127
19743.3366238894	0.0010165992233281	19730.4816210564	0.0010503292241885
19730.4816210564	9.47214617905141E-4	19717.2545694737	0.00109342445591969
19717.2545694737	9.36998785571931E-4	19704.4334975369	0.00109528416751945
19704.4334975369	9.97714991452308E-4	19691.6290884745	0.00112013379454307
19691.6290884745	9.72777067710899E-4	19678.454060649	0.00114139598236949
19678.454060649	8.85690644845468E-4	19665.6833824975	0.00115617247355432
19665.6833824975	8.72291657734585E-4	19652.9292691076	0.00120167671880264
19652.9292691076	8.35664314208163E-4	19639.8059587171	0.00119993260702353
19639.8059587171	7.957145401157E-4	19627.0853778214	0.00118153135002945
19627.0853778214	7.53102465696935E-4	19614.381264343	0.0012078837791412
19614.381264343	6.29869600556177E-4	19601.3093674657	0.00112423300305173
19601.3093674657	5.8072325869329E-4	19588.638589618	0.00116021352421579
19588.638589618	6.24146694005895E-4	19601.3093674657	0.00116698354782118
19575.9841826048	5.95324057336763E-4	19588.638589618	0.00117068016688994
19562.9633976955	5.67133946564707E-4	19575.9841826048	0.00116574254935129
19550.3421309873	5.28502706859503E-4	19562.9633976955	0.00117112592491865
19537.7371392845	5.1643958396275E-4	19550.3421309873	0.00113985432298132
19524.7671671515	5.80928251540361E-4	19537.7371392845	0.00118766817050764
19512.1951219512	5.79916470720625E-4	19524.7671671515	0.001192849784699
19499.6392566737	5.05893292552925E-4	19512.1951219512	0.00116803431229644
19486.719800456	5.29329130247303E-4	19499.6392566737	0.00113162794409744
19474.1966893866	5.579108976941E-4	19486.719800456	0.00112943695704827
19461.6896638966	5.26503575543704E-4	19474.1966893866	0.00116648916927733
19448.820429041	4.607260299296E-4	19461.6896638966	0.00113321489103863
19436.3459669582	5.57139731630355E-4	19448.820429041	0.00110190072626075
19423.8874968436	5.1980548006606E-4	19436.3459669582	0.00113335794560968
19601.3093674657	7.52974460939217E-4	19423.8874968436	0.00113355949243556
19582.1176101984	7.24752844694855E-4	19411.0681910826	0.00112966514715289
19556.8419611601	6.12204774218513E-4	19398.6420950533	0.00112734372269711
19531.25	5.97111999406408E-4	19386.231898106	0.00105291820503231
19505.724930267	5.57540888915354E-4	19373.4622314354	0.00105396733074872
19480.6459782206	4.64656225426178E-4	19361.0842207164	9.71011647052869E-4
19461.6896638966	4.96886347134623E-4	19348.7220169108	9.29992171780083E-4
19436.3459669582	4.26664777429534E-4	19336.0017015681	0.00102388142965561
19411.0681910826	3.89419985917972E-4	19323.6714975845	9.99967063509025E-4
19386.231898106	3.55007427624861E-4	19311.357009057	9.95797257721782E-4
19367.4587957314	3.45514437626338E-4	19298.6857594998	9.80999470003857E-4
19342.3597678917	3.04048206261869E-4	19286.4030858245	9.79324157242734E-4
19317.3257094288	2.46551504922221E-4	19274.1360368521	9.23490878129644E-4
19292.7285706017	3.84039556321836E-4	19261.5135697363	9.663814254636E-4
19274.1360368521	2.77623744932494E-4	19249.2781520693	9.8271125215302E-4
19249.2781520693	3.52599237722109E-4	19237.0582690495	0.00101551927777749
19224.4843032086	2.44049489171786E-4	19224.4843032086	0.0010429167643207
19200.1228807864	2.12090299895797E-4	19212.2958693564	0.0010626736360371
19175.4554170662	2.16693464350642E-4	19200.1228807864	0.0010947741250677
19150.8512553383	2.34178972590508E-4	19187.5971372105	0.00105431656739495
19126.6759749823	3.17175910135705E-4	19175.4554170662	9.98639267018807E-4
19108.4019643437	2.80464026951428E-4	19163.3290535232	9.89013457532096E-4
19083.9694656489	2.71674004321707E-4	19150.8512553383	9.62180379575492E-4
19059.5993672213	2.93347301937218E-4	19138.7559808612	9.52125889372125E-4
19035.6537795291	3.3138427273189E-4	19126.6759749823	9.2479628187017E-4
19011.4068441065	3.33683241902207E-4	19114.2458474301	9.36207165755733E-4
18993.3523266857	4.3032151044844E-4	19102.1967526266	8.58740684069846E-4
18969.212967354	4.68910616651417E-4	19090.162839089	8.17868185024869E-4
18945.4938142963	4.10448655111845E-4	19077.7801095065	7.86918313729862E-4
18921.4758751183	4.43433570833397E-4	19065.7769304099	7.74238273778605E-4
18897.5187557874	5.00716515562161E-4	19053.788845912	7.55924250043759E-4
18879.6798006306	5.97948085227001E-4	19041.4532437116	6.91072761716761E-4
18856.1838855052	7.39361863786971E-4	19029.4957183635	6.45280375670021E-4
18832.3917137476	0.00100191187869676	19017.5532016051	5.92045613391406E-4
18808.659506837	9.3261076605603E-4	19005.2644582549	5.733343383738E-4
18785.3399207259	8.92746831491313E-4	18993.3523266857	5.37096520726305E-4
18761.7260787992	8.83989338174596E-4	18981.4551183494	5.0161902493415E-4
18744.1424554827	9.17691722411952E-4	18969.212967354	4.46187267652709E-4
18720.6320085366	8.81119593573753E-4	18957.345971564	4.32478699258318E-4
18697.5300562796	8.67958618406543E-4	18945.4938142963	4.21634739950622E-4
18674.1363211951	8.39272063183566E-4	18933.2979911771	4.36839922734017E-4
18656.7164179104	7.19977868294902E-4	18921.4758751183	4.15652849132159E-4
18633.4246371141	6.59209047987483E-4	18909.668513511	4.11515765178821E-4
18610.5372862115	5.0562015115416E-4	18897.5187557874	4.40659574678069E-4
18587.3605947955	4.64689182513155E-4	18885.7412653447	4.57955696646342E-4
18564.2415579111	3.5676009836885E-4	18873.9784459166	4.28302661781878E-4
18547.0259843834	3.66609899247422E-4	18861.8744930871	4.50810582561424E-4
18524.3502584147	3.51518504394112E-4	18850.1413760603	4.22522718808834E-4
18501.3876040703	3.45732142145648E-4	18838.4228472392	4.04688072436432E-4
18478.4818079347	3.15797072622631E-4	18826.3644407628	4.06957403806148E-4
18455.9732757507	2.9675200875493E-4	18814.6754468485	4.11721828854688E-4
18438.9578301034	2.15177376720851E-4	18803.0009589531	3.91865146085274E-4
18416.2062615101	2.6892856026186E-4	18790.9878422309	3.86611689668521E-4
18393.5107694006	2.50456254229287E-4	18779.3427230047	3.51576052575803E-4
18371.2086418165	2.09957323879047E-4	18767.7120282266	3.38250844621754E-4
18348.623853211	1.65034279914535E-4	18755.7439465836	3.70231285614877E-4
18331.8056828598	1.5122780152361E-4	18744.1424554827	3.73957830196234E-4
18309.3176117326	1.34431154469048E-4	18732.5553078695	3.91362903043389E-4
18287.2190625971	1.20805765671444E-4	18720.6320085366	3.72079867310835E-4
18264.8401826484	1.54396264446709E-4	18709.0739008419	4.24635480433064E-4
18242.5160078078	1.36008035451984E-4	18697.5300562796	3.86902782974061E-4
18220.5783211559	1.50948508114889E-4	18685.6512883757	4.38939360384976E-4
18198.3621474067	1.3661337726061E-4	18674.1363211951	4.91986472806581E-4
18181.8181818182	1.50124958758535E-4	18662.6355373906	4.93738691807038E-4
18159.6963698767	1.26646743561853E-4	18650.8010519052	4.89574164562883E-4
18137.9573032485	1.38256261269631E-4	18639.3289841566	5.31401093389351E-4
18115.9420289855	1.16977809358642E-4	18627.8710206211	5.00261704649766E-4
18093.9801328098	1.04591808866007E-4	18616.0805703967	4.94440513582708E-4
18077.6253231376	1.31645732020646E-4	18604.6511627907	5.30798924074401E-4
18056.0821912861	1.23059785657311E-4	18593.2357808229	5.2309126479863E-4
18034.265103697	1.31213889991252E-4	18581.4891205381	5.39393004437935E-4
18012.5006754688	1.19716109004015E-4	18570.1021355617	5.4828845160741E-4
17991.1123904791	9.89427924844813E-5	18558.7290982314	5.3450324049817E-4
17974.9429295562	1.24369663065269E-4	18547.0259843834	5.2409474916648E-4
17953.3213644524	1.09721809200473E-4	18535.6811862836	5.54027228646073E-4
17931.7517528287	1.61117756100926E-4	18524.3502584147	5.80224774193281E-4
17910.5546898787	1.32462645468134E-4	18512.690449303	5.87934910039251E-4
17889.0876565295	1.39127875479565E-4	18501.3876040703	5.86169500694302E-4
17867.6720210124	1.55696309349156E-4	18490.0985522253	6.54122522724803E-4
17851.723583912	1.66620341417748E-4	18478.4818079347	6.99840608341614E-4
17830.7151899863	1.23165967100805E-4	18467.2206832872	7.75973912979639E-4
17809.4390026714	1.33854291723451E-4	18455.9732757507	7.61378390054613E-4
17788.2135297152	1.80050120024916E-4	18444.3993581349	7.95835577146877E-4
17767.3542632767	1.40002118162261E-4	18433.1797235023	8.30538509297367E-4
17751.5843289014	1.49776901150161E-4	18421.9737302655	8.69107610497872E-4
17730.4964539007	1.8821104207981E-4	18410.4424029309	9.34290078132472E-4
17709.4586218499	1.94518945568705E-4	18399.2640294388	9.05100666391114E-4
17688.7835423558	1.9518990588096E-4	18388.0992221834	9.22278243825199E-4
17673.1527137126	2.41461581605919E-4	18376.6102504732	9.82010393388539E-4
17652.2506619594	3.15065988420024E-4	18365.4729109275	0.00102398560648328
17631.3979935469	2.60629323962773E-4	18354.3490630105	0.00101403779329356
17610.904672173	3.19946504005996E-4	18342.9022139883	9.84984116492802E-4
17590.1495162709	2.38737259534361E-4	18331.8056828598	0.0010212753480831
17569.4432243442	2.01952836063427E-4	18320.7225692981	0.00100026133468643
17549.0935893161	2.7671227180459E-4	18309.3176117326	0.00100305245632009
17533.7085546964	2.9115433994212E-4	18298.2616651418	0.00100664511357785
17513.1348511384	3.0141192312901E-4	18287.2190625971	0.00113251323142903
17492.6093725401	3.45987881237638E-4	18275.8557669463	0.0011363472059842
17472.4372302693	4.5392373913766E-4	18264.8401826484	0.0012035664648028
17452.0069808028	6.09522383637732E-4	18253.837869412	0.00116024660768113
17436.79163034	8.05686492988266E-4	18242.5160078078	0.00113408359394909
17416.4446069979	8.94886691610063E-4	18231.5405651778	0.00107095112722605
17396.4476453908	9.66823329956831E-4	18220.5783211559	0.00106358293900076
17376.1946133797	8.21535977218163E-4	18209.297667389	0.0010546562492104
17355.9886838954	5.2787775255575E-4	18198.3621474067	9.76840236453089E-4
17340.940225779	4.94842209208001E-4	18187.4397541058	9.02065470054128E-4
17321.1161727262	4.86283972789045E-4	18176.2000836105	8.85214380354283E-4
17301.0380622837	5.3819159148095E-4	18165.3042688465	8.47403015778284E-4
17281.0064458154	4.9969968185396E-4	18154.4215093586	7.92070332393126E-4
17261.3191100064	5.73213987031937E-4	18143.2225991981	7.20181592028604E-4
17246.4342997085	6.37156864009836E-4	18132.3662737987	6.43710503695045E-4
17226.5288544358	6.86896190507418E-4	18121.5229327873	5.80907640975979E-4
17206.6693050226	8.0563013516518E-4	18110.3645616386	5.161945574323E-4
17187.1508859976	7.32410329638631E-4	18099.5475113122	4.89677039225231E-4
17167.3819742489	6.86586800728277E-4	18088.7433749977	4.65595130537478E-4
17147.6584872336	4.78425524776183E-4	18077.6253231376	4.04607814581459E-4
17128.2736412997	4.38105429193194E-4	18066.84733514	3.63706112082798E-4
17113.6173052898	4.26012120414913E-4	18056.0821912861	3.40121705509997E-4
17094.0170940171	5.9332449836631E-4	18045.004240576	3.40004776073614E-4
17074.461727594	7.86138369273345E-4	18034.265103697	3.0996398604454E-4
17055.2419286068	5.7101503520531E-4	18023.5387415965	2.89199689315874E-4
17035.7751277683	4.31292003552211E-4	18012.5006754688	2.60086407624234E-4
17021.2765957447	3.8413748612078E-4	18001.800180018	2.68282055603603E-4
17001.8872094803	3.79331676272201E-4	17991.1123904791	2.55230528502234E-4
16982.8303585075	3.43019038540768E-4	17980.1139939227	2.55592249251056E-4
16963.5284139101	3.97206315532762E-4	17969.4519317161	2.34697994088129E-4
16944.2702949997	3.50604477603413E-4	17958.8025070488	2.42327891714472E-4
16929.9270320145	2.33781257850647E-4	17947.8435665955	2.05562684284303E-4
16911.0310655641	2.01613082239862E-4	17937.2197309417	2.01408740852904E-4
16891.8918918919	1.87417191384899E-4	17926.6084649445	1.91987043197802E-4
16872.7959910237	2.19990593974347E-4	17915.6887686547	1.96347907632099E-4
16854.0272698161	2.06230943883195E-4	17905.102954342	1.82612871794613E-4
16839.836316791	2.62458184786666E-4	17894.5296422884	1.71792695441723E-4
16820.8578637511	1.95564143871448E-4	17883.6489797378	1.52175586596814E-4
16801.9221398928	2.28906090133715E-4	17873.1009830206	1.61361482304561E-4
16783.3106758639	1.74594578365495E-4	17862.5654216459	1.48933656250391E-4
16769.2385088793	1.54569554441266E-4	17851.723583912	1.71151431821621E-4
16750.418760469	7.74654816543906E-5	17841.2132024978	1.52167994371418E-4
16731.641206686	1.32084506634959E-4	17830.7151899863	1.40415121767092E-4
16713.1850316715	1.24495147770555E-4	17819.9119696349	1.61304855265324E-4
16694.4908180301	1.04144577158105E-4	17809.4390026714	1.57861313107247E-4
16680.5671392827	8.90598097603163E-5	17798.9783386434	1.73122843535227E-4
16661.9457820284	1.23735015729138E-4	17788.2135297152	1.43333914795797E-4
16643.6429605712	1.43669520098581E-4	17777.7777777778	1.71416940663884E-4
16625.1039068994	1.36851226300803E-4	17767.3542632767	1.40080088508331E-4
16606.6061079097	2.99171094300663E-4	17756.6276612746	1.33380115395823E-4
16592.8285794879	2.77876604060787E-4	17746.2289263531	1.64699133778935E-4
16574.6772081614	2.3355850632251E-4	17735.8423638331	1.63657412728326E-4
16556.2913907285	1.91542289693128E-4	17725.1537657089	1.682716002962E-4
16537.9463178262	2.22553496087642E-4	17714.7918511957	1.50996629291678E-4
16519.9147572399	2.61670604405239E-4	17704.442044509	1.73923458016852E-4
16501.6501650165	2.70393053234716E-4	17693.7912486509	1.69427335643385E-4
16483.4259152422	1.49930461246723E-4	17683.465959328	1.55553610079164E-4
16465.512983057	9.46104998279943E-5	17673.1527137126	1.64049296816556E-4
16451.9684780284	1.325159933642E-4	17662.5395199322	1.71255178657553E-4
16433.8537387017	8.31354080613748E-5	17652.2506619594	1.47052085403441E-4
16415.7788466274	1.11908699595896E-4	17641.973784027	1.69539221703883E-4
16398.0125608776	1.23623960431044E-4	17631.3979935469	1.85072355290112E-4
16380.0163800164	7.95304369880891E-5	17621.1453744493	1.94585540977328E-4
16366.612111293	1.39367826047226E-4	17610.904672173	2.18602168675118E-4
16348.684748312	1.12358785671871E-4	17600.3660876146	1.89394411027316E-4
16331.0633155325	1.01809817298314E-4	17590.1495162709	2.26292992543059E-4
16313.2137030995	1.09775785126733E-4	17579.9447989733	2.16426251980302E-4
16295.4030667949	9.98711491108066E-5	17569.4432243442	2.48915132216829E-4
16282.1368676425	1.58758596200717E-4	17559.2625109745	2.65030858038772E-4
16264.6585234943	1.82538021585408E-4	17549.0935893161	2.56918880935758E-4
16246.953696182	1.20511636890343E-4	17538.6288299981	2.83239589638349E-4
16229.2873719915	1.95907297746043E-4	17528.4837861525	2.86416356284448E-4
16211.9222476209	2.13251345520074E-4	17518.3504721195	2.63998970295488E-4
16194.3319838057	1.37795615292939E-4	17507.9223348565	2.58883995927367E-4
16176.779850203	1.78924462443871E-4	17497.8127734033	2.68585763309256E-4
16163.706014515	2.71638172620385E-4	17487.7148802966	2.87317649612802E-4
16146.4808744934	2.32802453685874E-4	17477.3231731828	2.7599196785729E-4
16129.0322580645	2.67084744529483E-4	17467.2489082969	2.63972890196812E-4
16111.6213124527	3.49246226289088E-4	17457.1862507201	2.42282017763162E-4
16098.6525427822	4.33723694799065E-4	17446.8307831882	2.63759055856227E-4
16081.5657012367	3.76660717843123E-4	17436.79163034	2.85287241643335E-4
